,No,Tweet,Comment,Domain,Label
3522,3523,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,baru awal tahun masih aja ada orang gila segala layap nongki padahal tau diri,Health,Contra
3523,3524,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,si mz mah dari dulu juga uda tolol makanya kalo dia kayak gin yaa wajar bakat tolol pupuk dar dini memang lahir tolol emoji,Health,Contra
3524,3525,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,covid sudah mau 2 tahun masih aja ada yang begini capek emoji,Health,Contra
3525,3526,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,metong ya metong aja gausah ajak2 good bener dah tuh si mz,Health,Contra
3526,3527,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,anjng bisa bisa positif masih santuy ngecafe,Health,Contra
3527,3528,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,gila emg capek bgt liatin ulah si mz ga follow tp berita dia kaga ada yg bagus selalu aja bikin gunjing,Health,Contra
3528,3529,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,mz siapaaaa,Health,Neutral
3529,3530,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,ini dulu pas era pacar sering panggil mz bas alias mas bas apakah mz itu mas,Health,Neutral
3530,3531,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,tbl bgt ih,Health,Contra
3531,3532,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,dah emg agnes jennifer nih agak panutan kl bagi roastingsalty,Health,Uncorrelated
3532,3533,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,luar komentar kenapa ya sekarang orang2 ngomong sambil gas2 trs ngomong aksen betawi wkwkwkww apaka trend,Health,Uncorrelated
3533,3534,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,bintang emon versi cewek wkwkwk hajar mba,Health,Uncorrelated
3534,3535,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,yg sakit dan bawa virus om imron aja udah banyak yg ttep masuk kerja,Health,Neutral
3535,3536,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,aku yang kena covida 2 kali ken marahhhh liat ni selebgram,Health,Contra
3536,3537,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,duh mba mz mbok ya kalo ga enak badan laki jan bawa ke kafe juga inimah bukan teledor tapi jahat krn masabodo kalo org kena gegara dia,Health,Contra
3537,3538,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,ini gimana sih ya manusia apa bukan sih yaampun,Health,Contra
3538,3539,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,wah bajing gue aja ini nahan2 ga keluar rumah sama sekali bangsat rekor gue ini kaga keluar rumah minggu,Health,Contra
3539,3540,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,skema tular covid ya gin emang kita ga bisa harap sama ppkm prokes bahkan vaksin peperangannya kita langsung sama virus jd jaga fisik dan mental,Health,Uncorrelated
3540,3541,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,baru jadi td pagikepala divisi belah kan positif terus dia dateng aja ke ruang aku blg dia positif harus gimana yaudah lah kami arahin pulang tapi dia izin ke ruang dia di lt 2 buat beres2 bawa dia dulu ehh tau masih sempet2 nya sarap dulu di meja dia wkwk,Health,Uncorrelated
3541,3542,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,malah salfok ke cece emoji,Health,Uncorrelated
3542,3543,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,kesi yg kerja di restonya kalo ketularanemoji,Health,Contra
3543,3544,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,jangan mara mara jangan mara mara jangan mara mara,Health,Pro
3544,3545,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,makanya ada berita perintah salah rakyat,Health,Uncorrelated
3545,3546,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,mereka yg nobat bagai influencer ini kenapa deh selalu kalo bdh tuh diumbar2 dimasukin ke stroy kayak,Health,Contra
3546,3547,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,mengkesalllll emojiemojiemoji akutu cuma ken santuy2 dengan tenang mikir lahir normal ditemenin suami udah gitu doang kok makin banyak sih covidiot ignorant kek gin pandemi dah 2 taun masa ga belajar2 juga,Health,Contra
3547,3548,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,prokntl sehat emojiemoji,Health,Contra Sarcasm
3548,3549,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,muka mbanya mulus bgt yaallah,Health,Uncorrelated
3549,3550,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,salfok saya cakep mbak,Health,Uncorrelated
3550,3551,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,ni org amit2 ya allah sombong bgt ya udh berkali2 kena skandal gamau intropeksi diri apa,Health,Contra
3551,3552,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,positif copid positif tll jg,Health,Contra
3552,3553,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,gue nih antigen negatif tapi ada symptoms so ya gw pas udah tau ada gejala langsung diem di kamar aja huhu,Health,Neutral
3553,3554,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,pantesan covid ga kelar kelar anjing,Health,Contra
3554,3555,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,reply2nyaduh kacau bener tes2 ini,Health,Neutral
3555,3556,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,gila tu orang egois bgt,Health,Contra
3556,3557,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,halah influencer ngenttttt moga aja ya lo gak ngerasain keluarga lo tinggal pas positif cvd kaya apa yang gue alamin,Health,Contra
3557,3558,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,udah 2 tahun pandemi dan gue masih heran orang2 ini kok ga pinter2 ya eh gaperlu pinter punya hati nurani sama empati aja cukup sebenernya kalo rasa punya symptoms ya rumah aja lah,Health,Contra
3558,3559,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,rang orang kek begini knp tll bgt ya sobat,Health,Contra
3559,3560,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,hadehh ini lagi nyari perkara udah mah banyak kasus tipu eh nambah tipu lagi join sama covid angry face awas aja kalo ciduk terus nangis2 minta maaf apalagi pake sok2an sopan segala jangan kasih ampun,Health,Contra
3560,3561,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,goblok kok pelihara emojiemojiemoji suami istri ngga nggenah kabeh astagfirullaah,Health,Contra
3561,3562,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,sangat keri,Health,Contra
3562,3563,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,bukan prosedur orang kalau test covid harus isoman sampe hasil keluar negatif gejala atau tidak gejala,Health,Neutral
3563,3564,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,mentangmentang selebgram,Health,Contra
3564,3565,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,ruparupanya goblok,Health,Contra
3565,3566,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,ngeselin banget tapi jadi mikir di sekitar kita tuh mungkin banyak juga yang kayak mereka ngerasa nggak enak badan mau test swab malah takut ujungujungnya tetep aktifitas biasa sneezing face,Health,Contra
3566,3567,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,viralin dong ini mah lebih parah dari rv,Health,Contra
3567,3568,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,gatel banget ken ngespill laku ini orang dulu sempet beberapa kali hampir kerja bareng untung kagak jadiiiii,Health,Contra
3568,3569,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,mz ni si makelar hermes palsu itu bukan si problematik bat si mba yg satu itu,Health,Contra
3569,3570,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,ini siapa sih selebgram mz siapa jangan di singkat ga apal selebgram masalah,Health,Neutral
3570,3571,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,dia mah org kaya baru tp tolol anjir,Health,Contra
3571,3572,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,nggak tahu dia siapa tpi kok bisa yah udah tahu positif masih bisa nyantai gitu ddk makan di resto waktu itu 1 rumah negatif aja auto lemesh dan gue ngerasa salah sama temen2 yg interaksi sama gue belum test takut pada kena untung mereka ngetesr negatif semua,Health,Contra
3572,3573,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,influencer fungsi apa,Health,Contra Sarcasm
3573,3574,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,emosi banget sama yg begini lu emang ga kenape nape tp pikirin orang lain wakk yg bisa kena apalagi yg bisa kena gejala berat sakit khan main coyyyy bedrest hampir bulan tuh gaenak yeee,Health,Contra
3574,3575,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,hahahhaaa emosi sama kayak aku salah satu staff yg kerja bareng kena symptoms tapi gamau tes dan gamau isoman while me sudah isoman day 2 ya dia ga berani but at least gue gamau nularin ke yg lain,Health,Uncorrelated
3575,3576,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,kamin numpang lewat ini tweet untuk promote boleh banget difollow atau di klik link ikut url,Health,Uncorrelated
3576,3577,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,hahaha tll bgt,Health,Contra
3577,3578,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,aduh tolol bgt,Health,Contra
3578,3579,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,yg kyk gin pasti ga cm 1 2 tp 3 4 5 6 7 8 9 100 1jt org,Health,Contra
3579,3580,dis suami selebgram mz konfirmasi positif tapi masih bisa nongkrong di cafe terus pesan makan minumanemojiemojiemoji,mention ci yg komen komenya pada ga percaya coba bawa ke lablu semprotin dah tuh cair para pasien ke mrk bisa ga sihemoji,Health,Uncorrelated
3580,3581,cape ga sih kalo terus terus mikirin masalah wajah yg kusam lah minyak lah bom lagi kalo ada beruntus kadang sampe cape ngeluh cuma karena masalah wajah udah nyoba skin care juga ini itu hasil juga lama malah bikin dompet tipis aja,apalagi tekstur kulit wajah yg ga halus tu juga bikin ganggu sih,Social,Pro
3581,3582,cape ga sih kalo terus terus mikirin masalah wajah yg kusam lah minyak lah bom lagi kalo ada beruntus kadang sampe cape ngeluh cuma karena masalah wajah udah nyoba skin care juga ini itu hasil juga lama malah bikin dompet tipis aja,asupan makan gimana masih makan goreng tiap hari kah jajan fastfood es kopi boba makan pedes coba ubah dulu yuk banyak sayur protein tanpa goreng buah kurang tepung terigu banyakin makan real food yuk tinggalin makan tinggi prosesemoji,Social,Contra
3582,3583,cape ga sih kalo terus terus mikirin masalah wajah yg kusam lah minyak lah bom lagi kalo ada beruntus kadang sampe cape ngeluh cuma karena masalah wajah udah nyoba skin care juga ini itu hasil juga lama malah bikin dompet tipis aja,pake skincare emang ga instan tp jujur worth it banget ak prnh juga di titik ini stress banget jerawat hampir tengah pipi kiri tp skrg alhamdulillah udh gak lagiiii dan kulitny udh sehat lagi,Social,Neutral
3583,3584,cape ga sih kalo terus terus mikirin masalah wajah yg kusam lah minyak lah bom lagi kalo ada beruntus kadang sampe cape ngeluh cuma karena masalah wajah udah nyoba skin care juga ini itu hasil juga lama malah bikin dompet tipis aja,sedikit tips dari aku man teman aku jerawat parah kulit minyak kusam bruntusan dan bnyk bekas jerawat aku pake skincare wardah acnederm series dulu aku mulus bgt wajah pas udh lulus sma baru mulai jerawat mulai deh nyoba macem2 skincare ampec,Social,Neutral
3584,3585,cape ga sih kalo terus terus mikirin masalah wajah yg kusam lah minyak lah bom lagi kalo ada beruntus kadang sampe cape ngeluh cuma karena masalah wajah udah nyoba skin care juga ini itu hasil juga lama malah bikin dompet tipis aja,emg cape sih apalagi kalo ga nemu2 produk yg cocok sama kita ngeliat orang pake a bisa mulus sedang kita pake produk yg sama ga ada perubahaan smiley titip daster cantikkkk,Social,Pro
3585,3586,cape ga sih kalo terus terus mikirin masalah wajah yg kusam lah minyak lah bom lagi kalo ada beruntus kadang sampe cape ngeluh cuma karena masalah wajah udah nyoba skin care juga ini itu hasil juga lama malah bikin dompet tipis aja,coba perbaikin pola makan dan makan2an yang sehat dan gak minyak bnyak gula garem minum air putih yg cukup tidur yg cukup olahraga santai aja tapi komitmen aku sering baca kata ini bisa bantu perbaikin kualitas kulit juga happy greatday emoji,Social,Contra
3586,3587,cape ga sih kalo terus terus mikirin masalah wajah yg kusam lah minyak lah bom lagi kalo ada beruntus kadang sampe cape ngeluh cuma karena masalah wajah udah nyoba skin care juga ini itu hasil juga lama malah bikin dompet tipis aja,kunci skincare itu bukan di serum atau masker yg paling bagus cleansermoisturizersunscreen percuma pake serum mahal2 klo skip sunscreenemoji,Social,Neutral
3587,3588,cape ga sih kalo terus terus mikirin masalah wajah yg kusam lah minyak lah bom lagi kalo ada beruntus kadang sampe cape ngeluh cuma karena masalah wajah udah nyoba skin care juga ini itu hasil juga lama malah bikin dompet tipis aja,capek banget udah baik kinclong tapi tibatiba besok kusem ga jelas beruntus udah ken pasrah aja sekarang lagi mikir gimana biar tetep liat cantik walau muka kondisi ga jelas,Social,Pro
